ENDSVILLE400_0001	ながしぎりがかんぜんにはいれば、でばふのこうかがふよされる。
GUEST1000_3_4159	わさびでぇーるわがんろうぶつでわないので、ようじがさわらないようにする。
GUEST1000_3_4160	しぃーねっとのよんせんえんのせんぷうきを、ちかぢかかうよていだ。
GUEST1000_3_4161	しがつののーる、ぱ、どぅ、かれちほうに、はるのきざしをかんじるぜ。
GUEST1000_3_4162	てゅるきすたんのことわくわしくないが、こふんわないとおもうよ。
GUEST1000_3_4163	ほんじつのしゅやくに、かみざにすわってもらうのがよいだろう。
GUEST1000_3_4164	かみがたにこだわるかれわ、とうひようしぇーばーでせいはつするそうだ。
GUEST1000_3_4165	ねーねー、ぴぇーるわあついのがにがてなのに、なぜなつがすきなのだ？
GUEST1000_3_4166	たなおろしひょうにざいこすうをきにゅうするしごとをまかすぞ。
GUEST1000_3_4167	んー、いぇーるだいがくにいくことを、おやにゆるしてもらえるかな？
GUEST1000_3_4168	らぷんつぇるが、とうのなかにとじこめられないている。
GUEST1000_3_4169	くろすいぎゅうをしらなくて、はんこやではじをかいちゃった。
GUEST1000_3_4170	あのがくしゃわ、せぞくをちょうえつしたひょうげんりょくがある。
GUEST1000_3_4171	おれわ、ぐぁばちゃと、ぎゅうにくのしぐれにのくみあわせがすきだ。
GUEST1000_3_4172	かでんつぁがまだうまくひけないが、しばらくわやさしくみまもってほしい。
GUEST1000_3_4173	あいしゅうただよう、じんせいのだいべてらんがすてきだ。
GUEST1000_3_4174	きぎのまにたぬきがいることわめったにないし、いたらきけんだろう。
GUEST1000_3_4175	りゃまについてべんきょうしたのわちゅうがくだったか、なつかしいね。
GUEST1000_3_4176	あらあらしいもうこが、ぴょんとかわいらしくはねるわけがないぜ。
GUEST1000_3_4177	せくぉあのしょっきわ、あぶらよごれもかんたんにあらいおとせる。
GUEST1000_3_4178	ぐぅきっちんわ、しずおかにじつざいするれすとらんのなまえだ。
GUEST1000_3_4179	まとをいるとわ、しゃげきやきゅうどうがごげんとなっている。
GUEST1000_3_4180	おぎのさんが、こえをひくめてしゃべるといげんがます。
GUEST1000_3_4181	おそらく、ちぇんばろのれきしをくつがえすようなせつわないはずだ。
GUEST1000_3_4182	てーとりひぇすぎふとをかったら、じんせいにいいかぜがふいてきた。
GUEST1000_3_4183	あのひとわ、しさいのことばをみょうにしんじているそうだ。
GUEST1000_3_4184	むすこもまた、ちちどうようにりっぱなじゅがくしゃである。
GUEST1000_3_4185	みぇるまかろんのふくをきて、ともだちのふぁっしょんをもほうする。
GUEST1000_3_4186	きょんりぇをけいべつするのわよくないし、そもそもひとをけいべつするな。
GUEST1000_3_4187	ひゃっきんのしゅうぎぶくろでも、みばえがよいのでじゅうぶんつかえる。
GUEST1000_3_4188	ふぃらめんとわぼうせきいとのいっしゅで、ながいせんいからうまれた。
GUEST1000_3_4189	せいじゃくなよるに、う゛ぃんてーじわいんをひとりでのむのがすきだ。
GUEST1000_3_4190	ひゅーまにえんすわ、じんるいのれきしをまなべておもしろい。
GUEST1000_3_4191	たぶん、えきのばいてんに、ふゅあはんどらんたんわうってないだろう。
GUEST1000_3_4192	ぜっとせだいのこどもたちわ、ぴゅあなこころでよのなかをみている。
GUEST1000_3_4193	おとめちっくなかのじょわ、こいのぽえむをよむのがしゅみだ。
GUEST1000_3_4194	がんこなちょういちろうが、やっとりょうかいしてくれほっとした。
GUEST1000_3_4195	ぐぃあさんと、のるうぇーりょうりてんですごしたときわたのしかった。
GUEST1000_3_4196	てんきよほうをみてないので、みゅんひぇんのきょうのしつどをまだしらない。
GUEST1000_3_4197	ぞくぞくするようなさむさにも、たいせいがあるのがうらやましい。
GUEST1000_3_4198	だー、にぇっと、ことしもろしあに、すごくさむいふゆがくるぞー。
GUEST1000_3_4199	きゃんぷふぁいやーのときに、がっきゅうでじぇんかをおどるのがたのしみだ。
GUEST1000_3_4200	そうりょわじゃしんやぼんのうをすて、ゆぎょうにせんねんする。
GUEST1000_4_4201	あくぃりうすわりょうりにんで、じょうずににくをさばきます。
GUEST1000_4_4202	えすわてぃわしつもんにこたえるとき、いつもけつろんからはなします。
GUEST1000_4_4203	れいぞうこをかうためにわ、ふもとのまちまででかけないといけません。
GUEST1000_4_4204	う゛ぃう゛ぁるでぃのしきわ、ながねんあいちょうされているきょくです。
GUEST1000_4_4205	りにゅーあるのため、じぇっとこーすたーわかりがこいされています。
GUEST1000_4_4206	う゛ぉるぴゃーのわ、えべれすとでうんかいのしゃしんをとりました。
GUEST1000_4_4207	くぇーどわ、あわれむようなまなざしでかのじょをみつめました。
GUEST1000_4_4208	せりぬんてぃうすわ、めろすのわがままにかまうのにいそがしそうです。
GUEST1000_4_4209	それでわみなさん、きゅうりをてーまにしたはいくわできましたか？
GUEST1000_4_4210	ばりゃどりーどわ、じにもかかわらず、べんざでどくしょします。
GUEST1000_4_4211	ぷれう゛ぁりぇわ、すろべにあのきたかた、ころしゅかちほうのとしです。
GUEST1000_4_4212	ぶりゅっせる、そろそろさびついたかみそりのはをいれかえませんか？
GUEST1000_4_4213	せぐめんてーしょんふぉるとのため、ぷろぐらむわじっこうされません。
GUEST1000_4_4214	あどろぐぇわ、どいつでもっともこうがくなたからくじにとうせんした。
GUEST1000_4_4215	きょうわすーぱーのとくばいびなので、ぷりんがやすいです。
GUEST1000_4_4216	かいとうふぉーむにわ、すうじをにゅうりょくしてください。
GUEST1000_4_4217	おれいをされたう゛ぃーちゃずぃわ、ふかぶかとおじぎをしました。
GUEST1000_4_4218	みょーりー、ふがくのけいさんりょくを、しらべてもらえませんか？
GUEST1000_4_4219	かすてらわながさきめいぶつで、ぽるとがるからつたわりました。
GUEST1000_4_4220	ぜったいちのきごうわ、にほんのちょくせんであらわします。
GUEST1000_4_4221	しょーんわえのくごをはなせますが、てんしとかいわしたことわありません。
GUEST1000_4_4222	はるになるとぴぇぷしゅわ、せいてんのしたでおひるねをします。
GUEST1000_4_4223	びぇんわかんけりのおにになったので、いちからとおまでかぞえました。
GUEST1000_4_4224	くぅあれーろわ、くれじっとかーどのぶんかつばらいをこのみます。
GUEST1000_4_4225	ちーふ、かのうであれば、じゅーるをこようしていただけませんか？
GUEST1000_4_4226	でゅらんだるわ、ぜいきんのとりたてがきびしいことでゆうめいです。
GUEST1000_4_4227	ぐぃねう゛ぃあわふごうみすのせいで、ひゃくてんをのがしました。
GUEST1000_4_4228	しゅう゛ぁいつぁーさんわ、おさけをのむとひとにからむようになります。
GUEST1000_4_4229	つぇっぺりんわかもくですが、ちーむをかげからささえるさぽーたーです。
GUEST1000_4_4230	ぎゃらがさん、たいかきんこのてっぴわ、どれくらいのあつさですか？
GUEST1000_4_4231	べるふぁすとわ、ぽぴゅらーおんがくをきけば、ねむけがまぎれるっぽいです。
GUEST1000_4_4232	すぷれっどしーとで、はいいろのぶぶんがしゅうせいかしょになります。
GUEST1000_4_4233	ぴょんすけわ、ひょうしきにちゅういしながらうんてんします。
GUEST1000_4_4234	ちぇるしーりなわ、ひのさかるごうていえととびこんでいきました。
GUEST1000_4_4235	ぐぉっくわかろやかなすてっぷで、しゅういをみりょうしました。
GUEST1000_4_4236	めがねをかけたでぇもんが、ぐう゛ぇるにけいやくをもちかけました。
GUEST1000_4_4237	ぎゅーりっくきょうじゅわ、げんしぶつりがくをだいがくでおしえています。
GUEST1000_4_4238	ちゃいこふすきーわ、つごうがわるくなるとすぐにばじとうふうになります。
GUEST1000_4_4239	きぇるけごーるさん、しゃちょうじきじきのおふぁーをうけませんか？
GUEST1000_4_4240	こんにゃくもんどうをくりかえしても、いみわないとおもわれます。
GUEST1000_4_4241	かちくのえさにかんする、ふぇいくにゅーすがひろまっています。
GUEST1000_4_4242	えんやなはるぴゅいあわ、かずかずのおとこをたぶらかしています。
GUEST1000_4_4243	てすとのために、ちかんせきぶんのもんだいをたいりょうにときました。
GUEST1000_4_4244	う゛ぉるてーるわ、しゅこうしているようにみえて、いねむりしています。
GUEST1000_4_4245	たなばたのよるのあまのがわぎんがわ、みるものすべてをみりょうします。
GUEST1000_4_4246	てゅーばをききながらのむこーひーわ、なかなかおつですね。
GUEST1000_4_4247	けいこくおんをならすと、どこからともなくりゅうだんがとんできました。
GUEST1000_4_4248	ぼくがうやまうひとわ、しゃるどねをさいばいしているおじさんです。
GUEST1000_4_4249	そうりょのびょるんすとろむわ、しゅぎょうをへてさとりをひらきました。
GUEST1000_4_4250	う゛ぃぐるわ、ふんきざみのすけじゅーるをまいにちこなしています。
GUEST1000_4_4251	あにぇっろわ、じょうやくをむすぶために、きけんなかけをしました。
GUEST1000_4_4252	しぇんやんわたからをはっけんし、ぼうだいなとみをえました。
GUEST1000_4_4253	どびゅっしーわ、おくたびおのつみをみずにながすことにしました。
GUEST1000_4_4254	わたしのまちにわ、ぶんかざいにしていされたたいこがあります。
GUEST1000_4_4255	ともだちのむすめわ、つぃんてーるのにあうかわいいこです。
GUEST1000_4_4256	ちょうさのけっか、あむーるひょうわぜつめつがきぐされるどうぶつでした。
GUEST1000_4_4257	こすてょんきわ、しょうりのきねんに、おかしらつきのたいをたべました。
GUEST1000_4_4258	せいとかいちょうにおすひとわ、えすてぃがりびゃしかいません。
GUEST1000_4_4259	らんぐぅわ、たいかをえるとくらいあんとをうらぎりました。
GUEST1000_4_4260	うぉっかをのんだありすとてれすわ、たくみなそじでみなをみりょうします。
GUEST1000_4_4261	うぇーるずのしんりんほごのため、えぬぴーおーほうじんがせつりつされます。
GUEST1000_4_4262	ねるてゃわ、かんばしいかおりのすてーきをたべて、しあわせそうでした。
GUEST1000_4_4263	わがしゃのぎょもうわ、ねだんにたいするくぉりてぃがたかく、おすすめです。
GUEST1000_4_4264	いとこわすーぱーで、きゃんでぃみたいにからふるなもちをかいました。
GUEST1000_4_4265	ぱぷあにゅーぎにあにあるにごったみずうみにわ、らいぎょがいます。
GUEST1000_4_4266	う゛ぉろでょふふすきーわ、しょうわのかでんがだいすきです。
GUEST1000_4_4267	すけじゅーるがおしているため、ふぃなーれわしょうりゃくされました。
GUEST1000_4_4268	かみぇにすきわ、つきがみちるとおおかみおとこになります。
GUEST1000_4_4269	ぴえーるわきせいをつよめたため、こくみんのはんかんをかいました。
GUEST1000_4_4270	とぅあんわけつにょうのため、きゅうきょけんさをうけました。
GUEST1000_4_4271	かいだんをくだると、くぁりえりとばったりそうぐうしました。
GUEST1000_4_4272	さんろくのいずみえおのをなげこむと、めがみさまがあらわれるらしいです。
GUEST1000_4_4273	いもとべーこんのふゅーじょんわ、さいこうのくみあわせです。
GUEST1000_4_4274	けがらわしいはなしをきいたので、ぺどろわきぶんがわるくなりました。
GUEST1000_4_4275	いぇーがーわ、じぶんがたすかるために、なかまをうらぎりました。
GUEST1000_4_4276	きょぎやでまかせのしゅちょうをするのわ、いむべきこういです。
GUEST1000_4_4277	じょんどぅわ、しゅっちょうさきでかったぞうりを、おみやげにしました。
GUEST1000_4_4278	てむげわいこくのちえいくと、かならずでじゃう゛をかんじるとのことです。
GUEST1000_4_4279	くうこうわ、ゆうめいなあいどるのふぁんでごったがえしていました。
GUEST1000_4_4280	じょんわけねでぃをきょうさして、さぎのうけこをさせました。
GUEST1000_4_4281	うぃりあむずとじぇしーわ、はつもうでのおみくじでだいきちをひきました。
GUEST1000_4_4282	みゅんひぇべるくのちょうやくりょくわ、めをみはるものがあります。
GUEST1000_4_4283	でぃるわ、じょじゅつとりっくでゆうめいな、さすぺんすしょうせつかです。
GUEST1000_4_4284	ぶたいはいゆうをめざして、ぐるんべるくわにちやけいこにはげみます。
GUEST1000_4_4285	ばっくぎゃもんにおいて、あとすぃずにまさるものわいません。
GUEST1000_4_4286	けいかいなこみゅにけーしょんのこつわ、てんきのはなしをすることです。
GUEST1000_4_4287	みゃんまーたんとうのしょくいんが、きょうかぎりでいれかわりました。
GUEST1000_4_4288	いのちからがらいきのこれたのわ、ぎょうこうとしかいえませんね。
GUEST1000_4_4289	ぐぁだにーののてきせつなしじにより、ぎせいしゃわでなかったです。
GUEST1000_4_4290	しばふがしげるきせつにわ、あざやかなちょうがみれるでしょう。
GUEST1000_4_4291	はーでゃちわ、てつやするほどおもしろいげーむをたくさんもっています。
GUEST1000_4_4292	こがねいろのちーずたっぷりのかるつぉーねわ、ほっぺたがおちます。
GUEST1000_4_4293	ふとんをたたむさいちゅうで、きしぃのさんぐらすをみつけました。
GUEST1000_4_4294	みなとまちでわ、じゃんきーなりょうしめしがこのまれています。
GUEST1000_4_4295	みずたまりにめをこらすと、きみょうなう゛ぇーるがうつりました。
GUEST1000_4_4296	びれいなころもをきたてんにょが、はまべにたおれていました。
GUEST1000_4_4297	だりるわ、ものをかくすことにかんしてわ、ひゃくせんれんまです。
GUEST1000_4_4298	ひゅうごさん、そんなものをながすと、はいすいこうがつまるとおもいます。
GUEST1000_4_4299	ありぎぇりわ、しゅうしょくかつどうのために、じこぶんせきをしています。
GUEST1000_4_4300	ちゅーりっひ、そのえきたいをかきまぜると、にごるはずです。
GUEST1000_4_4301	あるてゅるさま、なついんするにわ、いんかんとしゅにくがひつようですよ。
GUEST1000_4_4302	でぇでぃっちわ、ちゃーしゅーいりのちゃーはんが、だいすきだぜ。
GUEST1000_4_4303	らさるはぐぇのたかいこころざしわ、ちーむのしきをたかめてくれる。
GUEST1000_4_4304	う゛ぁーるのけいていしまいわ、みんなゆにーくできさくなひとたちだ。
GUEST1000_4_4305	ちぇろをひくなら、ちゅーにんぐとめんてなんすをわすれないでね。
GUEST1000_4_4306	う゛ぇーださ、こまくをいためたなら、ひどくなるまえにじびかにいきなよ。
GUEST1000_4_4307	ちゃるきぇの、まほうをとなえるはやさわ、このくにでもとっぷくらすだ。
GUEST1000_4_4308	どようわちーとでぃだから、きょうのとれーにんぐわがんばるぞ。
GUEST1000_4_4309	くぃーんとよばれるしまもようののらねこわ、めつきがするどくどうもうだ。
GUEST1000_4_4310	りゅうのすけわはんけつになっとくしなかったため、こうそした。
GUEST1000_4_4311	ぱしふぃっくりーぐのにんきとうしゅが、べーすにつまずきてんとうした。
GUEST1000_4_4312	ねんまつのはんぼうきにそなえて、ぎゅうにくをかいだめておかなきゃ。
GUEST1000_4_4313	はのきょうせいをするなら、ぬまさわしかがおすすめだよ。
GUEST1000_4_4314	くさがぼうぼうにしげっているけど、ちゃっぷりんわなにをしているんだ。
GUEST1000_4_4315	よげんわちゅうわてきていのじっけんだから、はやめにいどうしよう。
GUEST1000_4_4316	まつりごとをおこなうさいじわ、きみょうなじゅつをつかうらしい。
GUEST1000_4_4317	こてょーのわ、じかせいわいんをつくるために、あっさくきをかった。
GUEST1000_4_4318	だんべるで、うしろからおうだしてくるとおりまが、このへんにいる。
GUEST1000_4_4319	じぇっとこーすたーのしゅうぜんにわ、まだまだじかんがかかりそうだね。
GUEST1000_4_4320	とぅあれぐきゅん、てつぼうわさかてのほうがやりやすいとおもうよ。
GUEST1000_4_4321	ちゃいてゃわ、ぼくがかよっている、ふぇんしんぐきょうしつのしはんだ。
GUEST1000_4_4322	うれすぎたざくろがどうろにちると、あきのおとずれをかんじるなー。
GUEST1000_4_4323	くぇーるわ、けんとうのしたで、いつまでもかれしをまちつづけた。
GUEST1000_4_4324	かんぴょうをつくるために、こうさくほうきちをかいこんした。
GUEST1000_4_4325	ぐぁいてぃおわ、おーえすえすえこうけんするのがしゅみだ。
GUEST1000_4_4326	いぇーるのはなしだと、このまちにわまきものがねむっているらしい。
GUEST1000_4_4327	どぅーるーずわさまざまなだんたいにぞくし、きしょうのかずもおおい。
GUEST1000_4_4328	まいにちわるいけど、はいたつたのめるかな、ふぉるてぃとぅーど？
GUEST1000_4_4329	たんとうちょくにゅうにいうと、つつみかくさずしんじつをはなしてほしい。
GUEST1000_4_4330	たんこうしょくのはちじょうきぶしわ、さんがつからしがつごろにさく。
GUEST1000_4_4331	ひゅーずどの、ひつようとあらば、われわれわいつでもあなたをしえんしよう。
GUEST1000_4_4332	うぃるすをぜんめつさせたため、かれわちょうかいめんしょくになった。
GUEST1000_4_4333	う゛ぉんどわちんぴらにきょうかつされて、さいふのなかみがからになった。
GUEST1000_4_4334	う゛らどわ、えすえぬえすにほしいものりすとをこうかいした。
GUEST1000_4_4335	うぉーりー、てぶくろをしないと、しもやけしてあとがつらいよ。
GUEST1000_4_4336	さびれたじょうかくのあとちわ、しょぎょうむじょうをかんじさせる。
GUEST1000_4_4337	びぇりつぁよ、そのしょうだんわおりることをおすすめするぜ。
GUEST1000_4_4338	ぎょうれつけいさんばかりしていたので、のうがぱんくしそうだ。
GUEST1000_4_4339	ぴゃんちわあまいものずきだが、とくにあんみつにわめがない。
GUEST1000_4_4340	ずぃーるくん、たんてきにいって、このさーくるわそんぞくのききにあるよ。
GUEST1000_4_4341	まるいさらのうえにわ、たべかけのごるごんぞーらぱすたがあった。
GUEST1000_4_4342	とれふぁんわ、あかりにむらがるむしを、うとましくおもっている。
GUEST1000_4_4343	じゃんぬわやりてのかぶとれーだーとして、せかいてきにゆうめいだ。
GUEST1000_4_4344	せんぞのれいをまつるむらのぎょうじわ、ことしできゅうじゅうねんめだ。
GUEST1000_4_4345	しゃんでりあがおちるかもしれないから、てんないであばれないでくれ。
GUEST1000_4_4346	はけんさきでにょろにょろしたものがみえたけど、なんだったんだろう。
GUEST1000_4_4347	ぐぃーど、ぎょうせきがていめいしてるけどなにかあったのかい？
GUEST1000_4_4348	でょんぐわ、なくなったげまとりあに、あいとうのいをひょうした。
GUEST1000_4_4349	すぃーつのだいぶぶんわ、しぼうととうなので、たべすぎにちゅういしてね。
GUEST1000_4_4350	ぽるぞいわ、みごとなしゅわんで、みかいけつじけんをかいけつした。
GUEST1000_4_4351	このわふうぱすた、ろうにゃくなんにょにあいされそうだね。
GUEST1000_4_4352	りゃーどふとしたしいげばるどに、かれのあんぴかくにんをおねがいした。
GUEST1000_4_4353	うまれそだったむらのそんちょうわ、じんとくのあるひとだった。
GUEST1000_4_4354	ささづかくん、りんくぅがねつをさますまで、そばにいてやってくれない？
GUEST1000_4_4355	ちょっとわひとのことをうたがうくせをつけなよ、びょふすき。
GUEST1000_4_4356	そんけいするおしょうさんわ、いつもびゃくだんのかおりがする。
GUEST1000_4_4357	きゃさりんわめをきらきらさせながら、ぼくにしつもんぜめをした。
GUEST1000_4_4358	じぶらるたるわ、はんせいのいをこめて、あたまをまるめることにした。
GUEST1000_4_4359	しょーてるわ、らむやぶらんでーなどのようしゅをよくのむ。
GUEST1000_4_4360	こうにゅうりれきをさかのぼると、ひゃっかてんでさんざいしていたようだ。
GUEST1000_4_4361	にゅういんしてきたかんじゃわ、てのつけられないひょうきんものだった。
GUEST1000_4_4362	へらくれすくん、いにあながあいたようなかおをしてるけど、だいじょうぶ？
GUEST1000_4_4363	まどわくがきゅうにはずれたので、おもわずひぇっとひめいをあげた。
GUEST1000_4_4364	あじふわ、ぴくぉーとぞくのけんきゅうを、ながねんつづけている。
GUEST1000_4_4365	びゅーんがひとまえにあらわれるとき、せかいにこんとんがもたらされる。
GUEST1000_4_4366	りぇいだわ、かみをちぢらすのがおしゃれだとおもっている。
GUEST1000_4_4367	みゅりおふゅるるむをもちいて、いけからだっちつをおこなうよていだ。
GUEST1000_4_4368	しぃしゅぽすわ、くにのだいひょうとしてげいひんかんにまねかれた。
GUEST1000_4_4369	こんにち、ふるしゅでゃんほどこうまいかったつなひとわ、なかなかいない。
GUEST1000_4_4370	さぴぇんつぁわ、このちいきのぼうえきをしきるしょうにんだ。
GUEST1000_4_4371	さいがいじにそなえて、みゅーじあむにわゆうどうとうがせっちされている。
GUEST1000_4_4372	さおとめわ、くぁあとねむそうにあくびをしながらも、にんむをすいこうした。
GUEST1000_4_4373	にだせきれんぞくほんるいだに、おもわずとうしゅわぎぇーとさけんだ。
GUEST1000_4_4374	ぼりしぇう゛ぃきのはんこうにより、わがやわかいじんにきした。
GUEST1000_4_4375	こじのせぐぉんわはくしきで、あるくひゃっかじてんともいえるひとだ。
GUEST1000_4_4376	かつて、のう゛ぃわがっこうではいせいされ、みじめなおもいをした。
GUEST1000_4_4377	いほうなぎゃんぶるをしたつみで、ちょめいじんがたいほされた。
GUEST1000_4_4378	とうじのじきのふぃんらんどわ、きょくやのためひがのぼらない。
GUEST1000_4_4379	きょうとまるほてるでわ、ろいやるすいーとのへやをよやくしている。
GUEST1000_4_4380	たかあしがにのじゅうりょうをはかるにわ、ちょっとしたこつがいる。
GUEST1000_4_4381	かるう゛ぁーりょわぼくに、くれぐれもぱーてぃでうかれるなとけいこくした。
GUEST1000_4_4382	りゅうがくせいのころんびあじんわ、にほんしゅがだいすきだ。
GUEST1000_4_4383	あまりのあくしゅうで、そのばにいたぜんいんがかおをしかめた。
GUEST1000_4_4384	でゅるけーむわ、へらへらしながらうそをかたるぺてんしだ。
GUEST1000_4_4385	たしか、てぃらみすにわれもんをそえるのもおいしいよ。
GUEST1000_4_4386	はんこうげんばにわ、さめたおちゃときょうきのないふがのこされていた。
GUEST1000_4_4387	よるのうぇーるずわはれてさえいれば、まんてんのほしぞらがたのしめる。
GUEST1000_4_4388	そんなことをしたら、ふぇりぺがかなしむとわおもいませんか？
GUEST1000_4_4389	さつじんをおかしたあんつぃおのはんけつが、ひるがえることわない。
GUEST1000_4_4390	かじみぇしゅわ、ゆでたけがにをいっしんふらんにたべている。
GUEST1000_4_4391	てんこうせいのぴえーるわ、つねにさつばつとしたふんいきをまとっている。
GUEST1000_4_4392	やきがにのこうばしいにおいで、おもわずはらがぐぅとなった。
GUEST1000_4_4393	あおいしぶがきをくちにしたが、まずすぎておもわずぺっとはきだした。
GUEST1000_4_4394	つぇっぺりんわいねむりうんてんをして、がけにしょうとつした。
GUEST1000_4_4395	だいがくで、こんぴゅーたーさいえんすをこころざすひとがふえている。
GUEST1000_4_4396	されっつぉわ、ぱとろーるちゅうにふしんしゃをはっけんした。
GUEST1000_4_4397	つぁらとぅすとらわ、むらがるうっとうしいはえをたいじした。
GUEST1000_4_4398	こすたにぇう゛ぃつぁわ、たべるものすべてにそーすをたすのがこのみだ。
GUEST1000_4_4399	うわさだと、あのみねにわぐあんだおのたつじんがすんでいる。
GUEST1000_4_4400	みゃすこふすきーからあつをかけられているけど、ぱわはらじゃないの？
GUEST1000_5_4401	ふぎによっておさめられましたが、じったいわかいらいせいけんだったとされています。
GUEST1000_5_4402	すまーとふぉんにかいかえることをきめました。
GUEST1000_5_4403	つぉるんのほだいのしょうめいがむずかしすぎて、ぞうおすらわいてきました。
GUEST1000_5_4404	われわれぼんじんに、うぃすきーのあじなどわかりません。
GUEST1000_5_4405	しょうじょわぐぉーとさけんで、おそいかかってきました。
GUEST1000_5_4406	なんどもみききすれば、ごひゃくさんぶんくらい、いがいとおぼえられるものです。
GUEST1000_5_4407	ふだんわさわやかなかれが、ひぇーとこわがるなんておどろきです。
GUEST1000_5_4408	じゅうどのざそうわ、いたみやかゆみをともなうこともあります。
GUEST1000_5_4409	でぃーぶいでぃーのしようわ、かきのれいをさんこうにしてください。
GUEST1000_5_4410	へんだなとおもったので、かんだでおりたんです。
GUEST1000_5_4411	しわすといえば、ことしのくりすますいう゛のよていわ、まだうまっていません。
GUEST1000_5_4412	こんぶちゃのらんに、ぐぁばちゃがかてごらいずされています。
GUEST1000_5_4413	ろうにゃくなんにょをとわず、こしをそらせるときにわちゅういしてください。
GUEST1000_5_4414	ぬまづかいひんこうえんでわ、すたんぷらりーがかいさいされています。
GUEST1000_5_4415	ぎゃくむきにのびるので、そだてるのわたいへんです。
GUEST1000_5_4416	ひがしちちぶむらでわ、とうにのりゃくしょうでしたしまれています。
GUEST1000_5_4417	あおめえそかのぎょるいわ、あんしつでしいくしてください。
GUEST1000_5_4418	にとういっついのかたなであり、それぞれがことなるせいしつをもちます。
GUEST1000_5_4419	てんごくのわきみずとしょうされる、ぷるみぇ、くりゅでございます。
GUEST1000_5_4420	いもんぼらんてぃあでひろうしたげきでわ、くぅやくをつとめました。
GUEST1000_5_4421	でんちでうごかす、くぉーつどけいのほうがよくないですか？
GUEST1000_5_4422	う゛ぇのむのちからをてにすれば、ほっするがままにふるまうでしょう。
GUEST1000_5_4423	きぇとむしへいのにせさつだなんて、しれたらとんでもないことになりますよ。
GUEST1000_5_4424	こあなふぁんわ、きられやくにちゅうもくするんです。
GUEST1000_5_4425	すぃーでぃーとよんだくらいで、さげすまれていいとおもいますか？
GUEST1000_5_4426	ふぁんしぃなぶったいが、ちゅうにういていました。
GUEST1000_5_4427	ほんとうわおもてがうつるはずなんですが、ちょうしがわるいですね。
GUEST1000_5_4428	とぅーらんどっとにわ、かんしゅうもいろめきたっていましたよね？
GUEST1000_5_4429	しゃかいせいかつがおおきくことなれば、とうぜんだんじきぶんかのもついみもかわります。
GUEST1000_5_4430	てゅいるりーこうえんであきなうなんて、だれがかんがえたのですか？
GUEST1000_5_4431	このいくさでのこうせきをたたえ、じゅうまんごくがかしされました。
GUEST1000_5_4432	ちょっとるすにします。
GUEST1000_5_4433	しゅしょうなことをおっしゃいますが、このみちさんじゅうねんのべてらんしぇふなんです。
GUEST1000_5_4434	きょうこそ、どこからあまもりしてるのか、つきとめてみせます。
GUEST1000_5_4435	あついけしょうに、う゛ぃとんのかばんをもってます。
GUEST1000_5_4436	じょやのかねわ、きょうまでみゃくみゃくとうけつがれてきた、でんとうぎょうじなのです。
GUEST1000_5_4437	にせんななじゅうはちねんせいぞうのはっぴゃくたいのなかに、へんいたいがまじっていたのです。
GUEST1000_5_4438	じゃあほうしゅうわなしでいいです。
GUEST1000_5_4439	ぷらもでるあいこうか、しゅぎょくのこれくしょんですから。
GUEST1000_5_4440	そふがぺにーこいんをくれました。
GUEST1000_5_4441	みゅーじっくわおわりません。
GUEST1000_5_4442	でゃとふつうによむのでわなく、こわいろをつくってください。
GUEST1000_5_4443	じゅうがつにおこなわれるねんぶつぎょうじで、りょうぎょうによってひろめられたとされています。
GUEST1000_5_4444	ねおんをじゅうてんしたしんくうかんにほうでんすると、ひかるせいしつがあります。
GUEST1000_5_4445	う゛ぁーちゃるのわるいそくめんばかりをとりあげるのわ、よくありません。
GUEST1000_5_4446	ぜんぶで、ななひゃくしゅるいがせいそくしています。
GUEST1000_5_4447	さまざまなふぃーるどで、すぐれたぎじゅつをもつがくせいが、かつやくしています。
GUEST1000_5_4448	つぁらとぅすとらわかくかたりきをどくはするのわ、さらいねんになりそうです。
GUEST1000_5_4449	こうもかんたんにほかくされてわ、ぐぅのねもでません。
GUEST1000_5_4450	う゛ぇねつぃあでみたにほんぶようわ、ふじまりゅうということになりますね。
GUEST1000_5_4451	くぁりごちゅむちむわ、あおとうがらしをつかったりょうりです。
GUEST1000_5_4452	いぇーがーにもくのうがあります。
GUEST1000_5_4453	うぇざーりぽーとのめんばーわ、もさぞろいです。
GUEST1000_5_4454	ふとっぱらなかれわ、てょのあいしょうでしたしまれました。
GUEST1000_5_4455	しゅうじんわ、つぇっぺりんひこうせんでゆそうされました。
GUEST1000_5_4456	でぇいやのよるわ、うみからのあたたまったかぜが、ここちよかったです。
GUEST1000_5_4457	よもやちゅうがくせいにはげまされるとわ、びっくりでしたね。
GUEST1000_5_4458	びぇーんとおおごえでなきはじめたらさいご、もうせいぎょがききません。
GUEST1000_5_4459	てゃんでぇと、しぶしぶすしをにぎっていました。
GUEST1000_5_4460	じーゆーてぃーわ、つよいちからとでんじりょくを、とういつてきにきじゅつするりろんです。
GUEST1000_5_4461	りんぐぃーにわ、となりのこうぼうでせいめんされています。
GUEST1000_5_4462	こうずかがほうしゅつした、りぇーなのたんぺんしょうせつもございました。
GUEST1000_5_4463	おぼんにかざるごにょらいばたわ、ごせんぞさまえのめじるしなのです。
GUEST1000_5_4464	がんじつにぱーてぃーがあります。
